Transaction_Id,User_Id,Date,Transaction_Type,Category,Amount,Payment_Mode,Location,Notes,Currency,Amount_clean,Amount_Inr,Amount_USD,Amount_Unknown
T12408,U182,2019-01-11,Expense,Food,"2,464",UPI,Lucknow,Gift,,2464.0,,,2464.0
T01085,U088,2022-07-13,Expense,Utilities,127,UPI,Kolkata,Uber to office,,127.0,,,127.0
T12772,U173,2019-12-02,Expense,Others,,UPI,Mumbai,ZqpLnJpy63GPgVQsd,,,,,
T07429,U179,2021-05-03,Income,Bonus,"57,206",Card,Jaipur,Dinner at resto,,57206.0,,,57206.0
T11845,U162,2022-01-28,Income,Salary,"$58,212",Unknown,Delhi,zirUwCjj1gYsGEj,$,58212.0,,58212.0,
T01192,U074,2019-09-15,Expense,Food,"2,225",Bank Transfer,Hyderabad,Salary,,2225.0,,,2225.0
T03828,U017,2022-03-20,Expense,Others,"4,828",Card,Lucknow,Monthly rent,,4828.0,,,4828.0
T08813,U081,2022-11-18,Expense,Rent,23,Cash,Chennai,,,23.0,,,23.0
T10291,U162,2020-01-12,Income,Other Income,"₹70,684",Bank Transfer,Mumbai,Monthly rent,₹,70684.0,70684.0,,
T04847,U113,2020-11-28,Expense,Entertainment,52,Unknown,Hyderabad,Monthly rent,,52.0,,,52.0
T07090,U066,2020-09-22,Expense,Food,42,Card,Lucknow,Doctor visit,,42.0,,,42.0
T13386,U040,2022-03-03,Expense,Savings,₹96,UPI,Kolkata,Paid electricity bill late,₹,96.0,96.0,,
T02804,U104,2022-02-10,Expense,Others,$243,Bank Transfer,Chennai,Monthly rent cash,$,243.0,,243.0,
T01865,U077,2019-12-04,Expense,Others,"1,928",Bank Transfer,Chennai,Salary,,1928.0,,,1928.0
T07161,U003,2022-03-18,Expense,Rent,977,Cash,Pune,Monthly rent via app,,977.0,,,977.0
T06055,U176,2022-08-05,Expense,Savings,"1,581",Cash,Mumbai,Paid electricity bill,,1581.0,,,1581.0
T10488,U020,2020-01-20,Income,Other Income,"68,103",Card,Mumbai,Gift,,68103.0,,,68103.0
T10152,U178,2021-11-15,Expense,Rent,₹18,Bank Transfer,Pune,Course fee via app,₹,18.0,18.0,,
T11573,U079,2020-07-30,Expense,Food,195,UPI,Pune,Monthly rent ,,195.0,,,195.0
T08770,U074,2020-02-03,Expense,Travel,67,Bank Transfer,Bengaluru,Gift ,,67.0,,,67.0
T09588,U150,2022-10-02,Expense,Food,595,Bank Transfer,Bengaluru,3Bf0LiqgIXS6qJd,,595.0,,,595.0
T06280,U108,2020-05-09,Expense,Others,477,UPI,Delhi,Netflix subscription,,477.0,,,477.0
T10947,U037,2020-04-17,Expense,Entertainment,"2,176",Bank Transfer,Ahmedabad,Paid electricity bill,,2176.0,,,2176.0
T01806,U080,2021-10-26,Expense,Savings,$258,UPI,Chennai,Uber to office,$,258.0,,258.0,
T11047,U124,2020-01-22,Expense,Food,239,Cash,Pune,Paid electricity bill cash,,239.0,,,239.0
T14675,U097,2019-03-03,Expense,Entertainment,"1,744",UPI,Mumbai,Uber to office via app,,1744.0,,,1744.0
T14746,U180,2019-09-02,Expense,Rent,"₹5,359",Bank Transfer,Hyderabad,Grocery shopping,₹,5359.0,5359.0,,
T04367,U002,2021-10-17,Expense,Education,$327,UPI,Delhi,Course fee late,$,327.0,,327.0,
T08363,U069,2022-03-17,Expense,Food,"6,389",Bank Transfer,Bengaluru,Grocery shopping ,,6389.0,,,6389.0
T02042,U152,2019-12-29,Income,Bonus,"39,412",UPI,Ahmedabad,Uber to office,,39412.0,,,39412.0
T04441,U189,2021-01-08,Expense,Travel,524,UPI,Chennai,Gift ,,524.0,,,524.0
T01234,U012,,Expense,Food,129,Card,Bengaluru,Grocery shopping,,129.0,,,129.0
T05912,U102,2019-01-11,Income,Other Income,"64,409",UPI,Delhi,,,64409.0,,,64409.0
T14431,U112,2022-02-10,Expense,Rent,"1,062",Cash,Pune,Uber to office cash,,1062.0,,,1062.0
T05170,U155,2022-07-05,Income,Other Income,"71,903",Unknown,Hyderabad,,,71903.0,,,71903.0
T07388,U156,2020-06-06,Expense,Food,650,Cash,Lucknow,Doctor visit,,650.0,,,650.0
T14328,U159,2019-07-30,Expense,Food,220,UPI,Mumbai,Paid electricity bill ,,220.0,,,220.0
T03820,U146,2020-11-20,Expense,Utilities,"₹1,081",Cash,Lucknow,Gift,₹,1081.0,1081.0,,
T13655,U184,2021-11-14,Expense,Food,110,Bank Transfer,Ahmedabad,Monthly rent,,110.0,,,110.0
T09468,U025,2021-01-26,Expense,Food,293,UPI,Bengaluru,,,293.0,,,293.0
T14057,U061,2019-09-06,Income,Salary,"36,680",Cash,Mumbai,Monthly rent,,36680.0,,,36680.0
T11311,U004,2022-11-14,Expense,Health,"₹1,405",Cash,Delhi,Dinner at resto,₹,1405.0,1405.0,,
T02950,U181,2019-05-25,Income,Bonus,"27,496",Bank Transfer,Pune,Monthly rent,,27496.0,,,27496.0
T08462,U066,2020-02-25,Expense,Rent,₹416,Bank Transfer,Mumbai,MD9wSMiW5v7IYEr0D27I,₹,416.0,416.0,,
T01891,U048,2019-02-07,Expense,Rent,234,Bank Transfer,Chennai,,,234.0,,,234.0
T00678,U126,2022-07-02,Expense,Others,"2,029",Cash,Kolkata,Grocery shopping,,2029.0,,,2029.0
T03098,U008,2019-03-23,Income,Bonus,"86,907",UPI,Lucknow,,,86907.0,,,86907.0
T12592,U091,2020-08-22,Expense,Education,57,Bank Transfer,Bengaluru,Gift,,57.0,,,57.0
T13157,U171,2021-03-05,Income,Other Income,"₹45,583",Bank Transfer,Mumbai,Monthly rent,₹,45583.0,45583.0,,
T12728,U029,2020-12-31,Expense,Food,480,UPI,Bengaluru,LaaI0Oql910jb,,480.0,,,480.0
T01297,U012,2020-09-25,Expense,Utilities,74,UPI,Kolkata,,,74.0,,,74.0
T07629,U103,,Expense,Savings,954,Bank Transfer,Ahmedabad,,,954.0,,,954.0
T04392,U167,2021-08-10,Expense,Others,131,Bank Transfer,Bengaluru,Paid electricity bill,,131.0,,,131.0
T05167,U068,2021-04-28,Expense,Rent,242,UPI,Hyderabad,Monthly rent,,242.0,,,242.0
T04150,U098,2019-09-08,Expense,Food,366,Cash,Mumbai,Gift,,366.0,,,366.0
T11593,U134,2019-10-02,Expense,Rent,253,UPI,Jaipur,Dinner at resto,,253.0,,,253.0
T00170,U133,2022-10-08,Income,Salary,"₹54,120",Card,Bengaluru,Monthly rent,₹,54120.0,54120.0,,
T02240,U075,2020-09-06,Expense,Rent,-168,Cash,Pune,Monthly rent via app,,-168.0,,,-168.0
T03901,U031,2022-07-25,Expense,Utilities,"2,293",Card,Pune,Z6oS0eQUK69mmpOpZK,,2293.0,,,2293.0
T09832,U185,2020-02-18,Expense,Travel,371,Card,Bengaluru,,,371.0,,,371.0
T08009,U088,2020-07-13,Expense,Rent,773,Unknown,Chennai,Salary,,773.0,,,773.0
T03343,U126,2020-02-29,Expense,Education,182,UPI,Pune,Netflix subscription,,182.0,,,182.0
T06103,U117,2021-01-02,Income,Bonus,"64,642",Bank Transfer,Bengaluru,Grocery shopping,,64642.0,,,64642.0
T08494,U067,2020-12-02,Expense,Travel,"4,680",Bank Transfer,Kolkata,Netflix subscription,,4680.0,,,4680.0
T00366,U124,2021-06-27,Expense,Rent,43,Card,Pune,Uber to office cash,,43.0,,,43.0
T04199,U089,2019-04-22,Expense,Rent,681,Card,Unknown,Paid electricity bill,,681.0,,,681.0
T14669,U058,2019-08-27,Expense,Food,76,UPI,Hyderabad,Doctor visit,,76.0,,,76.0
T02796,U171,2022-05-18,Expense,Food,57,Unknown,Ahmedabad,QCBI8rEsaTpKgGw,,57.0,,,57.0
T06828,U144,2020-03-30,Expense,Rent,72,Cash,Jaipur,Salary,,72.0,,,72.0
T03695,U166,2020-06-16,Income,Bonus,"69,028",Cash,Hyderabad,Course fee,,69028.0,,,69028.0
T09050,U015,2019-02-27,Expense,Rent,"1,560",Card,Mumbai,Salary,,1560.0,,,1560.0
T04406,U047,2021-10-08,Expense,Rent,43,UPI,Jaipur,Uber to office,,43.0,,,43.0
T03006,U108,2020-02-19,Expense,Rent,323,Cash,Hyderabad,Dinner at resto,,323.0,,,323.0
T13153,U156,2021-11-08,Expense,Travel,76,Bank Transfer,Kolkata,Gift cash,,76.0,,,76.0
T13203,U038,2022-01-28,Income,Other Income,"48,442",Card,Hyderabad,Grocery shopping,,48442.0,,,48442.0
T03255,U131,2022-03-19,Income,Salary,"55,306",Card,Ahmedabad,Course fee,,55306.0,,,55306.0
T00545,U097,2021-11-17,Expense,Food,72,Cash,Unknown,,,72.0,,,72.0
T05448,U111,,Expense,Entertainment,216,UPI,Bengaluru,,,216.0,,,216.0
T10557,U179,2019-08-22,Expense,Education,767,Cash,Lucknow,Monthly rent,,767.0,,,767.0
T11881,U002,2020-07-17,Expense,Rent,"$1,580",UPI,Lucknow,Grocery shopping,$,1580.0,,1580.0,
T04486,U170,2020-08-01,Expense,Food,"2,080",Card,Unknown,,,2080.0,,,2080.0
T11062,U107,2022-04-28,Expense,Travel,855,Card,Ahmedabad,Course fee,,855.0,,,855.0
T04947,U029,2019-10-30,Expense,Savings,561,UPI,Chennai,Salary cash,,561.0,,,561.0
T10063,U100,2019-10-05,Expense,Others,359,Cash,Jaipur,Dinner at resto,,359.0,,,359.0
T05957,U162,2022-01-31,Expense,Utilities,774,Bank Transfer,Kolkata,Uber to office cash,,774.0,,,774.0
T12536,U108,2020-07-12,Expense,Utilities,78,Bank Transfer,Bengaluru,,,78.0,,,78.0
T11424,U033,2019-11-21,Income,Bonus,"51,963",Cash,Mumbai,Salary ,,51963.0,,,51963.0
T06261,U152,2022-06-30,Expense,Food,764,Card,Kolkata,Dinner at resto,,764.0,,,764.0
T06359,U167,2020-05-15,Expense,Rent,645,Card,Hyderabad,Salary cash,,645.0,,,645.0
T05142,U189,2022-08-19,Expense,Rent,227,Bank Transfer,Lucknow,Doctor visit,,227.0,,,227.0
T01895,U025,2022-11-30,Expense,Travel,"999,999",Card,Delhi,Course fee,,,,,
T09377,U108,2022-01-22,Expense,Food,281,Cash,Pune,Netflix subscription,,281.0,,,281.0
T14300,U030,2022-08-28,Expense,Food,35,Card,Hyderabad,Netflix subscription,,35.0,,,35.0
T03005,U167,2020-03-16,Expense,Food,"₹1,933",Cash,Bengaluru,,₹,1933.0,1933.0,,
T01899,U049,2022-04-25,Expense,Rent,252,Card,Jaipur,Course fee ,,252.0,,,252.0
T00833,U082,,Expense,Food,139,Cash,Mumbai,Gift cash,,139.0,,,139.0
T06324,U044,2019-10-26,Expense,Others,47,Bank Transfer,Lucknow,Uber to office,,47.0,,,47.0
T08883,U145,2022-12-31,Expense,Entertainment,252,Bank Transfer,Chennai,Salary,,252.0,,,252.0
T14333,U017,2021-03-16,Expense,Food,57,Card,Jaipur,Grocery shopping,,57.0,,,57.0
T11969,U085,2021-05-24,Income,Bonus,"58,154",Cash,Jaipur,Monthly rent,,58154.0,,,58154.0
T08127,U091,2019-09-09,Expense,Rent,949,Bank Transfer,Kolkata,Course fee,,949.0,,,949.0
T01513,U066,2020-10-25,Expense,Utilities,"2,687",Card,Bengaluru,Dinner at resto,,2687.0,,,2687.0
T06363,U176,2021-04-01,Income,Bonus,"59,703",Card,Delhi,Gift,,59703.0,,,59703.0
T07771,U030,2020-06-16,Expense,Others,369,Cash,Chennai,Uber to office ,,369.0,,,369.0
T14847,U060,2021-11-30,Expense,Travel,"₹11,451",Card,Pune,Gift ,₹,11451.0,11451.0,,
T03883,U011,2019-02-25,Expense,Rent,583,UPI,Hyderabad,Salary,,583.0,,,583.0
T01076,U041,2019-07-18,Income,Salary,"₹39,797",Card,Bengaluru,Netflix subscription,₹,39797.0,39797.0,,
T02203,U107,2022-06-10,Income,Salary,"66,935",UPI,Jaipur,Salary late,,66935.0,,,66935.0
T07998,U030,2020-03-30,Income,Other Income,"61,365",Card,Unknown,Dinner at resto via app,,61365.0,,,61365.0
T06454,U188,2020-02-10,Expense,Rent,124,UPI,Ahmedabad,t9DwElIYG,,124.0,,,124.0
T02112,U021,2021-06-30,Income,Bonus,"27,300",UPI,Delhi,Uber to office,,27300.0,,,27300.0
T10418,U094,2020-02-11,Income,Bonus,"70,434",Cash,Pune,Salary via app,,70434.0,,,70434.0
T07890,U093,2019-08-20,Income,Salary,"68,951",Cash,Bengaluru,Doctor visit,,68951.0,,,68951.0
T11021,U041,2022-12-22,Income,Other Income,"84,389",Bank Transfer,Pune,Gift,,84389.0,,,84389.0
T07063,U034,2021-02-16,Expense,Savings,"2,579",UPI,Kolkata,Uber to office late,,2579.0,,,2579.0
T02603,U145,2022-06-20,Expense,Rent,358,Card,Delhi,Dinner at resto,,358.0,,,358.0
T10139,U029,2021-11-09,Expense,Entertainment,110,Card,Ahmedabad,Course fee late,,110.0,,,110.0
T07379,U013,2022-04-25,Expense,Food,"8,077",Cash,Mumbai,Course fee,,8077.0,,,8077.0
T08392,U116,2021-08-15,Expense,Food,"₹2,983",UPI,Pune,Gift,₹,2983.0,2983.0,,
T08945,U057,2021-09-19,Expense,Rent,"1,116",Cash,Lucknow,Course fee,,1116.0,,,1116.0
T07212,U176,2019-04-26,Expense,Rent,"1,159",UPI,Delhi,W19psSdSk,,1159.0,,,1159.0
T01362,U098,2019-07-31,Expense,Rent,384,Bank Transfer,Bengaluru,Uber to office,,384.0,,,384.0
T10875,U002,2019-02-23,Expense,Rent,144,Card,Chennai,,,144.0,,,144.0
T11477,U048,2022-01-03,Expense,Food,540,Bank Transfer,Jaipur,Gift cash,,540.0,,,540.0
T01836,U171,2020-09-08,Expense,Entertainment,74,UPI,Hyderabad,Course fee,,74.0,,,74.0
T08556,U154,2019-06-07,Expense,Utilities,948,Card,Mumbai,Grocery shopping,,948.0,,,948.0
T02765,U086,2022-02-13,Expense,Rent,161,Cash,Bengaluru,Gift,,161.0,,,161.0
T09328,U145,2020-08-02,Expense,Food,391,Cash,Chennai,Dinner at resto,,391.0,,,391.0
T11405,U123,2021-12-25,Expense,Rent,63,Cash,Delhi,Course fee,,63.0,,,63.0
T06916,U124,2022-04-01,Expense,Travel,226,Cash,Delhi,,,226.0,,,226.0
T03808,U148,2019-06-03,Expense,Utilities,364,Bank Transfer,Unknown,Monthly rent,,364.0,,,364.0
T06524,U150,2020-12-07,Expense,Utilities,$80,Card,Bengaluru,Doctor visit,$,80.0,,80.0,
T01680,U169,2021-11-05,Expense,Food,"1,262",Cash,Chennai,Dinner at resto ,,1262.0,,,1262.0
T02357,U049,2022-02-25,Expense,Rent,846,Bank Transfer,Delhi,Monthly rent,,846.0,,,846.0
T08664,U151,2021-11-25,Income,Salary,"58,712",Card,Delhi,,,58712.0,,,58712.0
T09815,U124,2020-05-12,Expense,Rent,₹726,Cash,Hyderabad,Netflix subscription,₹,726.0,726.0,,
T06617,U139,2021-11-19,Expense,Others,117,Cash,Kolkata,Gift,,117.0,,,117.0
T14190,U118,2019-09-08,Expense,Utilities,121,Bank Transfer,Mumbai,Uber to office ,,121.0,,,121.0
T13952,U063,2021-11-24,Income,Other Income,"57,791",UPI,Mumbai,,,57791.0,,,57791.0
T12290,U007,2019-11-30,Expense,Utilities,122,Cash,Chennai,Grocery shopping late,,122.0,,,122.0
T11207,U143,2020-10-18,Expense,Utilities,300,UPI,Pune,Course fee,,300.0,,,300.0
T04811,U185,2022-10-18,Income,Bonus,"35,275",UPI,Lucknow,Monthly rent,,35275.0,,,35275.0
T14244,U162,2022-03-10,Expense,Rent,"₹1,499",Card,Kolkata,Grocery shopping late,₹,1499.0,1499.0,,
T02069,U026,2022-03-31,Expense,Rent,"1,119",Bank Transfer,Unknown,Monthly rent,,1119.0,,,1119.0
T04390,U156,2021-04-21,Expense,Others,146,Card,Lucknow,Salary,,146.0,,,146.0
T00880,U177,2021-07-22,Expense,Education,531,Card,Ahmedabad,Paid electricity bill,,531.0,,,531.0
T06910,U144,2021-09-12,Income,Salary,"58,305",Cash,Pune,Grocery shopping cash,,58305.0,,,58305.0
T14998,U150,2021-01-13,Expense,Rent,726,Cash,Delhi,Paid electricity bill,,726.0,,,726.0
T11990,U143,2022-04-17,Income,Salary,"₹56,645",Card,Jaipur,Dinner at resto ,₹,56645.0,56645.0,,
T04960,U120,2022-03-17,Expense,Rent,₹79,UPI,Mumbai,Grocery shopping,₹,79.0,79.0,,
T08951,U027,2020-04-16,Expense,Savings,296,Card,Ahmedabad,H0iBrvgKYgge,,296.0,,,296.0
T03122,U045,2021-03-03,Expense,Food,423,UPI,Chennai,Grocery shopping cash,,423.0,,,423.0
T10595,U093,2022-12-30,Expense,Utilities,665,Cash,Bengaluru,Netflix subscription,,665.0,,,665.0
T07096,U105,2020-03-21,Expense,Utilities,"2,258",Card,Jaipur,Gift cash,,2258.0,,,2258.0
T10252,U083,2020-12-28,Expense,Utilities,$598,UPI,Bengaluru,Grocery shopping,$,598.0,,598.0,
T13489,U076,2019-08-19,Expense,Food,898,Card,Lucknow,Salary cash,,898.0,,,898.0
T04479,U014,2022-01-21,Expense,Food,205,Cash,Pune,Netflix subscription,,205.0,,,205.0
T10770,U188,2022-07-14,Expense,Travel,115,Card,Pune,,,115.0,,,115.0
T10104,U170,2021-06-16,Expense,Others,₹196,Cash,Lucknow,Course fee,₹,196.0,196.0,,
T06742,U177,2019-06-01,Expense,Rent,175,Bank Transfer,Kolkata,Salary ,,175.0,,,175.0
T12923,U009,2021-09-30,Expense,Travel,133,Cash,Mumbai,yEeMXPjCqte8Mh3zyAms,,133.0,,,133.0
T01021,U177,2021-11-17,Expense,Food,80,Bank Transfer,Lucknow,Salary late,,80.0,,,80.0
T01074,U016,2020-10-29,Expense,Entertainment,851,UPI,Ahmedabad,Grocery shopping,,851.0,,,851.0
T05850,U147,2020-02-09,Expense,Rent,377,Cash,Jaipur,Netflix subscription,,377.0,,,377.0
T00059,U067,2020-03-17,Expense,Health,$252,Card,Ahmedabad,Netflix subscription,$,252.0,,252.0,
T09442,U177,2022-12-07,Expense,Rent,614,Card,Hyderabad,Monthly rent ,,614.0,,,614.0
T10487,U189,2019-04-13,Expense,Food,156,UPI,Unknown,Salary,,156.0,,,156.0
T08479,U059,2021-12-31,Expense,Others,439,Bank Transfer,Delhi,Course fee,,439.0,,,439.0
T05335,U073,2020-09-24,Expense,Health,194,Bank Transfer,Hyderabad,Netflix subscription,,194.0,,,194.0
T10591,U034,2019-07-30,Expense,Savings,178,Card,Chennai,Doctor visit late,,178.0,,,178.0
T06790,U141,2020-10-21,Income,Bonus,"88,623",UPI,Kolkata,Paid electricity bill,,88623.0,,,88623.0
T07558,U017,2019-10-11,Expense,Health,622,Cash,Mumbai,Dinner at resto,,622.0,,,622.0
T11326,U035,2021-03-02,Expense,Entertainment,319,UPI,Pune,Doctor visit,,319.0,,,319.0
T01069,U029,2020-11-12,Expense,Savings,194,Card,Hyderabad,Dinner at resto,,194.0,,,194.0
T10722,U103,2022-07-25,Expense,Travel,638,Card,Kolkata,Paid electricity bill,,638.0,,,638.0
T14793,U164,2022-11-07,Income,Other Income,"60,267",Unknown,Jaipur,,,60267.0,,,60267.0
T09670,U121,2022-07-05,Expense,Food,233,UPI,Jaipur,YkSVkf2gOTjgmM7,,233.0,,,233.0
T09706,U192,2020-02-09,Income,Bonus,"34,245",Bank Transfer,Hyderabad,Dinner at resto via app,,34245.0,,,34245.0
T11478,U100,2021-04-26,Expense,Unknown,"1,398",Card,Lucknow,Grocery shopping,,1398.0,,,1398.0
T04452,U189,2020-10-16,Expense,Utilities,"5,659",UPI,Ahmedabad,Gift,,5659.0,,,5659.0
T03069,U115,,Expense,Food,44,UPI,Unknown,Dinner at resto,,44.0,,,44.0
T05165,U039,2020-10-27,Expense,Food,227,Card,Jaipur,Grocery shopping,,227.0,,,227.0
T06292,U144,2019-12-14,Expense,Food,"7,727",UPI,Lucknow,Gift,,7727.0,,,7727.0
T14087,U077,2019-08-24,Income,Bonus,"67,439",UPI,Bengaluru,Paid electricity bill,,67439.0,,,67439.0
T04613,U037,2021-05-13,Income,Salary,"97,853",UPI,Kolkata,Gift,,97853.0,,,97853.0
T08485,U080,2022-07-19,Expense,Entertainment,728,Bank Transfer,Pune,Grocery shopping,,728.0,,,728.0
T01800,U119,2022-11-22,Expense,Travel,"₹1,396",UPI,Delhi,Course fee,₹,1396.0,1396.0,,
T14159,U147,2020-01-16,Expense,Rent,328,Cash,Hyderabad,Netflix subscription,,328.0,,,328.0
T07879,U069,2021-10-24,Expense,Rent,"1,616",UPI,Jaipur,Doctor visit,,1616.0,,,1616.0
T14380,U012,2019-03-12,Expense,Entertainment,233,Card,Mumbai,Grocery shopping via app,,233.0,,,233.0
T02501,U055,2020-12-29,Expense,Food,30,Cash,Kolkata,Monthly rent,,30.0,,,30.0
T07243,U050,2020-09-29,Income,Other Income,"69,200",Cash,Hyderabad,,,69200.0,,,69200.0
T14702,U028,2020-02-12,Expense,Entertainment,₹627,Card,Ahmedabad,Grocery shopping,₹,627.0,627.0,,
T08020,U172,2021-03-28,Expense,Education,"1,812",Cash,Chennai,Monthly rent late,,1812.0,,,1812.0
T04289,U160,2021-06-02,Expense,Food,307,Card,Delhi,o24GtJ0jH7DHCxvb0p,,307.0,,,307.0
T03796,U022,2020-06-27,Income,Bonus,"82,796",Bank Transfer,Bengaluru,Course fee,,82796.0,,,82796.0
T03722,U104,2021-05-04,Expense,Education,761,Cash,Hyderabad,Doctor visit,,761.0,,,761.0
T12968,U063,2021-01-29,Expense,Rent,681,Bank Transfer,Ahmedabad,Monthly rent late,,681.0,,,681.0
T07561,U090,2020-12-29,Income,Salary,"46,569",Cash,Chennai,Gift,,46569.0,,,46569.0
T12278,U016,2020-10-19,Income,Bonus,"69,036",UPI,Jaipur,Gift,,69036.0,,,69036.0
T06275,U161,2021-12-30,Expense,Utilities,203,Card,Bengaluru,Paid electricity bill via app,,203.0,,,203.0
T06056,U163,2019-06-04,Expense,Unknown,,Unknown,Hyderabad,Salary via app,,,,,
T12956,U126,2021-05-21,Expense,Food,485,Bank Transfer,Jaipur,,,485.0,,,485.0
T10874,U149,2022-07-08,Expense,Food,259,UPI,Hyderabad,,,259.0,,,259.0
T05615,U001,2019-08-31,Expense,Rent,$157,Card,Jaipur,Paid electricity bill cash,$,157.0,,157.0,
T10698,U017,2019-10-28,Income,Bonus,"71,862",UPI,Lucknow,YE9NWyQ1jkjGiDOi,,71862.0,,,71862.0
T09496,U087,2019-03-09,Expense,Travel,428,Bank Transfer,Unknown,,,428.0,,,428.0
T11998,U057,2022-12-01,Expense,Travel,146,Card,Chennai,Monthly rent,,146.0,,,146.0
T01174,U047,2021-03-22,Income,Bonus,"51,836",Cash,Pune,Monthly rent ,,51836.0,,,51836.0
T09625,U013,2020-02-12,Expense,Food,321,Bank Transfer,Jaipur,Monthly rent via app,,321.0,,,321.0
T09292,U084,2020-01-25,Expense,Rent,128,UPI,Lucknow,Gift cash,,128.0,,,128.0
T10101,U183,2019-04-23,Expense,Entertainment,$42,Cash,Unknown,Course fee,$,42.0,,42.0,
T14821,U177,2019-03-10,Expense,Entertainment,598,Cash,Bengaluru,Salary,,598.0,,,598.0
T14808,U109,2022-07-10,Expense,Entertainment,$115,Bank Transfer,Hyderabad,Monthly rent,$,115.0,,115.0,
T11271,U156,2020-03-28,Expense,Food,376,Cash,Delhi,Salary,,376.0,,,376.0
T01406,U049,2022-11-14,Expense,Rent,54,UPI,Pune,Dinner at resto ,,54.0,,,54.0
T08243,U031,2022-03-21,Expense,Health,133,Card,Ahmedabad,8FXNyFniBykeF,,133.0,,,133.0
T08362,U061,2020-12-04,Expense,Savings,69,Card,Lucknow,Grocery shopping,,69.0,,,69.0
T02814,U025,2021-03-24,Expense,Rent,269,Cash,Chennai,Paid electricity bill,,269.0,,,269.0
T00310,U191,2022-10-10,Income,Salary,"79,013",Cash,Delhi,Monthly rent,,79013.0,,,79013.0
T05509,U114,2019-04-13,Expense,Food,"1,795",UPI,Kolkata,,,1795.0,,,1795.0
T04091,U038,2022-08-13,Expense,Rent,"1,385",UPI,Chennai,Uber to office,,1385.0,,,1385.0
T08968,U084,2019-07-19,Expense,Rent,676,Card,Kolkata,Paid electricity bill via app,,676.0,,,676.0
T05671,U110,2021-12-10,Expense,Travel,"₹1,772",UPI,Unknown,Course fee,₹,1772.0,1772.0,,
T00368,U179,2020-01-04,Expense,Savings,181,Bank Transfer,Hyderabad,Grocery shopping,,181.0,,,181.0
T00571,U090,2019-11-22,Expense,Travel,130,Card,Lucknow,Course fee,,130.0,,,130.0
T12292,U049,2020-04-21,Expense,Rent,"1,051",Cash,Mumbai,Paid electricity bill,,1051.0,,,1051.0
T07612,U039,2021-02-06,Income,Bonus,"$62,985",Cash,Bengaluru,Salary,$,62985.0,,62985.0,
T12730,U091,2021-10-25,Expense,Food,124,UPI,Mumbai,Dinner at resto,,124.0,,,124.0
T09786,U122,2020-02-09,Expense,Rent,"₹5,912",Cash,Jaipur,Paid electricity bill via app,₹,5912.0,5912.0,,
T10456,U120,2021-10-15,Expense,Travel,₹189,Card,Kolkata,Monthly rent,₹,189.0,189.0,,
T01542,U052,2021-09-11,Income,Other Income,"67,153",UPI,Bengaluru,Grocery shopping late,,67153.0,,,67153.0
T12640,U160,2022-01-16,Expense,Entertainment,"₹1,344",Card,Delhi,Paid electricity bill ,₹,1344.0,1344.0,,
T08367,U137,,Expense,Food,497,Card,Ahmedabad,Gift via app,,497.0,,,497.0
T04645,U005,2019-05-16,Expense,Utilities,225,Cash,Mumbai,Netflix subscription,,225.0,,,225.0
T11457,U129,2020-08-27,Expense,Rent,"1,855",UPI,Unknown,Monthly rent,,1855.0,,,1855.0
T05366,U100,2019-01-04,Expense,Utilities,442,Cash,Delhi,Doctor visit,,442.0,,,442.0
T05042,U104,2019-02-10,Expense,Entertainment,"$1,664",UPI,Hyderabad,Monthly rent cash,$,1664.0,,1664.0,
T08147,U158,2021-06-28,Expense,Savings,439,Card,Chennai,Dinner at resto,,439.0,,,439.0
T14528,U188,2021-11-16,Expense,Rent,935,Unknown,Chennai,Paid electricity bill,,935.0,,,935.0
T00073,U037,2022-04-01,Expense,Rent,-470,UPI,Kolkata,,,-470.0,,,-470.0
T04830,U177,2019-03-19,Expense,Rent,"1,495",UPI,Lucknow,Doctor visit,,1495.0,,,1495.0
T10699,U015,2020-06-07,Expense,Rent,196,Unknown,Mumbai,Salary ,,196.0,,,196.0
T04859,U130,2020-08-19,Expense,Food,"5,777",Cash,Ahmedabad,Gift,,5777.0,,,5777.0
T07864,U150,2021-07-02,Expense,Rent,106,UPI,Chennai,Netflix subscription,,106.0,,,106.0
T06234,U120,2022-12-30,Income,Salary,"₹56,257",Bank Transfer,Pune,Uber to office,₹,56257.0,56257.0,,
T11028,U058,2021-08-11,Expense,Rent,96,Card,Chennai,Doctor visit ,,96.0,,,96.0
T04270,U004,2019-10-24,Income,Bonus,"49,459",Bank Transfer,Mumbai,Netflix subscription cash,,49459.0,,,49459.0
T06953,U053,2022-01-18,Expense,Travel,118,UPI,Lucknow,Dinner at resto,,118.0,,,118.0
T14979,U101,2019-11-08,Expense,Education,406,Bank Transfer,Mumbai,Course fee,,406.0,,,406.0
T03737,U016,2019-07-09,Expense,Travel,"1,088",Cash,Mumbai,Uber to office late,,1088.0,,,1088.0
T14166,U020,2019-02-04,Expense,Food,402,Bank Transfer,Chennai,Course fee,,402.0,,,402.0
T06949,U150,2021-07-06,Expense,Food,255,Cash,Pune,,,255.0,,,255.0
T10472,U182,2021-03-06,Expense,Food,928,Cash,Bengaluru,Monthly rent,,928.0,,,928.0
T07055,U019,2022-08-19,Expense,Savings,162,UPI,Ahmedabad,,,162.0,,,162.0
T07284,U140,2019-03-16,Expense,Rent,$103,Bank Transfer,Pune,,$,103.0,,103.0,
